0,-0
0.020202,-12.872
0.040404,-9.4356
0.060606,-7.6224
0.080808,-6.4254
0.10101,-5.6007
0.12121,-5.012
0.14141,-4.5761
0.16162,-4.2417
0.18182,-3.9765
0.20202,-3.7599
0.22222,-3.5785
0.24242,-3.4234
0.26263,-3.2884
0.28283,-3.1693
0.30303,-3.063
0.32323,-2.9672
0.34343,-2.8802
0.36364,-2.8006
0.38384,-2.7275
0.40404,-2.6599
0.42424,-2.5972
0.44444,-2.5389
0.46465,-2.4843
0.48485,-2.4332
0.50505,-2.3851
0.52525,-2.3398
0.54545,-2.297
0.56566,-2.2565
0.58586,-2.2181
0.60606,-2.1815
0.62626,-2.1468
0.64646,-2.1137
0.66667,-2.082
0.68687,-2.0518
0.70707,-2.0228
0.72727,-1.9951
0.74747,-1.9684
0.76768,-1.9428
0.78788,-1.9182
0.80808,-1.8945
0.82828,-1.8717
0.84848,-1.8497
0.86869,-1.8284
0.88889,-1.8079
0.90909,-1.788
0.92929,-1.7688
0.94949,-1.7501
0.9697,-1.7321
0.9899,-1.7146
1.0101,-1.6977
1.0303,-1.6812
1.0505,-1.6652
1.0707,-1.6496
1.0909,-1.6345
1.1111,-1.6198
1.1313,-1.6055
1.1515,-1.5915
1.1717,-1.5779
1.1919,-1.5647
1.2121,-1.5518
1.2323,-1.5392
1.2525,-1.5269
1.2727,-1.5149
1.2929,-1.5031
1.3131,-1.4917
1.3333,-1.4805
1.3535,-1.4695
1.3737,-1.4588
1.3939,-1.4483
1.4141,-1.4381
1.4343,-1.428
1.4545,-1.4182
1.4747,-1.4085
1.4949,-1.3991
1.5152,-1.3899
1.5354,-1.3808
1.5556,-1.3719
1.5758,-1.3632
1.596,-1.3546
1.6162,-1.3462
1.6364,-1.3379
1.6566,-1.3299
1.6768,-1.3219
1.697,-1.3141
1.7172,-1.3064
1.7374,-1.2989
1.7576,-1.2915
1.7778,-1.2842
1.798,-1.277
1.8182,-1.27
1.8384,-1.263
1.8586,-1.2562
1.8788,-1.2495
1.899,-1.2429
1.9192,-1.2364
1.9394,-1.23
1.9596,-1.2237
1.9798,-1.2175
2,-1.2114
2.02,-1.2054
2.04,-1.1996
2.06,-1.1938
2.08,-1.1881
2.1,-1.1825
2.12,-1.1769
2.14,-1.1714
2.16,-1.1661
2.18,-1.1607
2.2,-1.1555
2.22,-1.1503
2.24,-1.1452
2.26,-1.1402
2.28,-1.1352
2.3,-1.1303
2.32,-1.1255
2.34,-1.1207
2.36,-1.116
2.38,-1.1113
2.4,-1.1067
2.42,-1.1021
2.44,-1.0976
2.46,-1.0932
2.48,-1.0888
2.5,-1.0845
2.52,-1.0802
2.54,-1.076
2.56,-1.0718
2.58,-1.0677
2.6,-1.0636
2.62,-1.0595
2.64,-1.0556
2.66,-1.0516
2.68,-1.0477
2.7,-1.0438
2.72,-1.04
2.74,-1.0362
2.76,-1.0325
2.78,-1.0288
2.8,-1.0252
2.82,-1.0215
2.84,-1.018
2.86,-1.0144
2.88,-1.0109
2.9,-1.0074
2.92,-1.004
2.94,-1.0006
2.96,-0.99724
2.98,-0.99391
3,-0.99061
3.02,-0.98735
3.04,-0.98412
3.06,-0.98091
3.08,-0.97774
3.1,-0.9746
3.12,-0.97149
3.14,-0.96841
3.16,-0.96536
3.18,-0.96234
3.2,-0.95935
3.22,-0.95638
3.24,-0.95344
3.26,-0.95053
3.28,-0.94764
3.3,-0.94478
3.32,-0.94195
3.34,-0.93914
3.36,-0.93636
3.38,-0.9336
3.4,-0.93086
3.42,-0.92815
3.44,-0.92547
3.46,-0.9228
3.48,-0.92016
3.5,-0.91754
3.52,-0.91495
3.54,-0.91237
3.56,-0.90982
3.58,-0.90729
3.6,-0.90478
3.62,-0.90229
3.64,-0.89982
3.66,-0.89737
3.68,-0.89494
3.7,-0.89253
3.72,-0.89014
3.74,-0.88777
3.76,-0.88542
3.78,-0.88309
3.8,-0.88077
3.82,-0.87847
3.84,-0.87619
3.86,-0.87393
3.88,-0.87169
3.9,-0.86946
3.92,-0.86725
3.94,-0.86506
3.96,-0.86288
3.98,-0.86072
4,-0.85858
